Date,Open,High,Low,Close,Adj Close,Volume
2022-07-11,27.750000,28.000000,27.250000,27.799999,27.259296,4896701
2022-07-12,27.000000,27.950001,27.000000,27.299999,27.299999,7733410
2022-07-13,27.650000,27.900000,27.049999,27.150000,27.150000,7213542
2022-07-14,27.150000,27.400000,25.750000,26.000000,26.000000,10608800
2022-07-15,26.200001,26.200001,25.100000,25.200001,25.200001,7699800
2022-07-18,25.450001,25.900000,24.750000,25.799999,25.799999,8762598
2022-07-19,25.400000,25.799999,25.200001,25.500000,25.500000,4180668
2022-07-20,25.900000,26.299999,25.500000,25.850000,25.850000,6970951
2022-07-21,26.150000,26.299999,25.299999,25.650000,25.650000,11455346
2022-07-22,25.950001,25.950001,25.350000,25.799999,25.799999,3990304
2022-07-25,25.600000,25.850000,25.250000,25.650000,25.650000,7284800
2022-07-26,25.500000,26.200001,25.500000,26.000000,26.000000,6657805
2022-07-27,25.850000,26.250000,25.549999,26.049999,26.049999,4211145
2022-07-28,26.049999,26.200001,25.600000,25.950001,25.950001,8912726
2022-07-29,26.000000,26.250000,24.850000,25.100000,25.100000,8517882
2022-08-01,25.200001,25.350000,24.600000,24.850000,24.850000,7185626
2022-08-02,24.549999,24.750000,23.799999,24.000000,24.000000,5566003
2022-08-03,24.150000,24.750000,23.700001,23.799999,23.799999,7290196
2022-08-04,24.150000,24.150000,23.350000,23.500000,23.500000,11017055
2022-08-05,23.799999,23.950001,23.100000,23.600000,23.600000,10244226
2022-08-08,23.150000,24.000000,23.150000,23.700001,23.700001,7980698
2022-08-09,23.700001,24.150000,23.549999,23.650000,23.650000,4431943
2022-08-10,23.650000,23.650000,22.950001,23.100000,23.100000,6156911
2022-08-11,23.700001,23.900000,23.350000,23.799999,23.799999,5584984
2022-08-12,24.049999,24.100000,23.750000,24.049999,24.049999,2591809
2022-08-15,23.799999,24.200001,23.450001,23.500000,23.500000,3800200
2022-08-16,23.299999,23.750000,23.250000,23.400000,23.400000,6717481
2022-08-17,23.600000,24.250000,23.299999,24.150000,24.150000,5902708
2022-08-18,24.200001,24.250000,23.350000,23.500000,23.500000,6177530
2022-08-19,23.500000,24.000000,23.150000,23.850000,23.850000,6699218
2022-08-22,23.450001,24.000000,23.350000,23.650000,23.650000,7303627
2022-08-23,23.400000,23.799999,23.299999,23.500000,23.500000,4519966
2022-08-24,23.350000,23.600000,23.150000,23.350000,23.350000,5888774
2022-08-25,23.350000,24.450001,23.350000,24.450001,24.450001,5280400
2022-08-26,24.350000,24.350000,23.950001,24.200001,24.200001,5713600
2022-08-29,24.200001,24.200001,23.549999,23.799999,23.799999,4032641
2022-08-30,24.350000,25.150000,24.200001,25.049999,25.049999,10493495
2022-08-31,24.750000,26.000000,24.700001,25.799999,25.799999,16823070
2022-09-01,25.799999,26.500000,25.600000,26.200001,26.200001,13619971
2022-09-02,25.799999,25.950001,24.950001,25.500000,25.500000,21799443
2022-09-05,24.799999,25.100000,24.350000,24.750000,24.750000,8151430
2022-09-06,24.500000,25.049999,24.500000,24.850000,24.850000,4453131
2022-09-07,24.350000,25.250000,24.350000,25.250000,25.250000,5715603
2022-09-08,25.250000,26.049999,25.150000,25.450001,25.450001,8425636
2022-09-09,25.500000,26.150000,25.500000,25.950001,25.950001,5875139
2022-09-13,25.650000,26.250000,25.650000,25.850000,25.850000,7641462
2022-09-14,25.250000,26.049999,24.799999,25.900000,25.900000,5433312
2022-09-15,25.850000,26.650000,25.799999,26.100000,26.100000,9079931
2022-09-16,25.700001,25.900000,25.200001,25.400000,25.400000,11488890
2022-09-19,25.200001,25.750000,25.000000,25.500000,25.500000,9664316
2022-09-20,25.350000,25.850000,25.350000,25.600000,25.600000,6918110
2022-09-21,25.250000,25.500000,24.700001,24.799999,24.799999,6292740
2022-09-22,24.299999,24.600000,23.950001,24.350000,24.350000,8586072
2022-09-23,24.100000,24.450001,23.500000,23.549999,23.549999,8093285
2022-09-26,23.150000,24.600000,23.150000,24.400000,24.400000,9592309
2022-09-27,24.500000,24.650000,24.250000,24.500000,24.500000,7219518
2022-09-28,24.750000,25.000000,24.200001,24.400000,24.400000,9598121
2022-09-29,24.750000,24.900000,23.900000,24.049999,24.049999,10604920
2022-09-30,23.900000,24.650000,23.850000,24.049999,24.049999,8246770
2022-10-03,23.799999,24.250000,23.500000,24.000000,24.000000,3932007
2022-10-05,25.049999,26.100000,24.900000,25.900000,25.900000,8829792
2022-10-06,26.250000,26.250000,25.200001,25.650000,25.650000,2653795
2022-10-07,25.850000,26.200001,25.299999,25.350000,25.350000,5877399
2022-10-10,24.850000,24.900000,24.350000,24.400000,24.400000,5168777
2022-10-11,24.200001,24.400000,23.850000,24.000000,24.000000,4726441
2022-10-12,24.000000,24.500000,23.500000,24.200001,24.200001,7209332
2022-10-13,24.150000,24.250000,23.450001,23.500000,23.500000,5695575
2022-10-14,23.799999,24.700001,23.700001,24.100000,24.100000,7090383
2022-10-17,23.900000,24.450001,23.600000,24.100000,24.100000,8522700
2022-10-18,24.100000,24.799999,24.000000,24.700001,24.700001,7644290
2022-10-19,24.700001,24.700001,22.700001,22.900000,22.900000,15671251
2022-10-20,22.549999,23.200001,22.400000,22.799999,22.799999,12149501
2022-10-21,22.950001,22.950001,22.000000,22.150000,22.150000,12185895
2022-10-24,21.400000,22.500000,20.500000,20.750000,20.750000,17603830
2022-10-25,21.799999,21.799999,20.549999,21.250000,21.250000,13299039
2022-10-26,20.850000,21.600000,20.750000,21.000000,21.000000,9115124
2022-10-27,21.299999,21.650000,21.049999,21.200001,21.200001,6625397
2022-10-28,21.150000,21.250000,20.250000,20.450001,20.450001,9441815
2022-10-31,20.500000,20.900000,19.520000,19.639999,19.639999,16081506
2022-11-01,20.000000,21.000000,19.700001,20.850000,20.850000,17002836
2022-11-02,20.549999,21.600000,20.400000,21.400000,21.400000,11465788
2022-11-03,21.400000,21.400000,20.500000,20.549999,20.549999,7398261
2022-11-04,20.750000,22.200001,20.600000,22.000000,22.000000,20359992
2022-11-07,21.549999,22.549999,21.500000,22.299999,22.299999,16297511
2022-11-08,22.299999,22.450001,21.750000,21.900000,21.900000,10250997
2022-11-09,21.850000,22.500000,21.750000,21.950001,21.950001,8237943
2022-11-10,21.600000,21.850000,21.400000,21.750000,21.750000,6336565
2022-11-11,24.950001,24.950001,22.600000,23.950001,23.950001,11427406
2022-11-14,25.250000,25.799999,24.350000,24.549999,24.549999,17113967
2022-11-15,24.350000,25.299999,24.150000,25.250000,25.250000,10843614
2022-11-16,24.750000,24.900000,24.299999,24.600000,24.600000,13052636
2022-11-17,24.200001,24.600000,23.950001,24.350000,24.350000,9154394
2022-11-18,24.450001,24.650000,24.100000,24.450001,24.450001,9031062
2022-11-21,24.549999,24.750000,23.799999,24.350000,24.350000,21873481
2022-11-22,24.250000,24.600000,24.049999,24.350000,24.350000,9021154
2022-11-23,24.350000,24.950001,24.150000,24.150000,24.150000,8601802
2022-11-24,24.549999,24.700001,24.150000,24.650000,24.650000,8429617
2022-11-25,24.549999,24.750000,24.200001,24.500000,24.500000,7422400
2022-11-28,23.650000,23.850000,23.200001,23.600000,23.600000,9918888
2022-11-29,24.299999,25.500000,24.049999,25.400000,25.400000,14617015
2022-11-30,25.299999,25.799999,24.700001,25.600000,25.600000,14545165
2022-12-01,26.000000,26.250000,25.299999,25.350000,25.350000,16309860
2022-12-02,25.000000,25.400000,24.450001,25.299999,25.299999,84302485
2022-12-05,25.600000,26.650000,25.150000,26.600000,26.600000,35037600
2022-12-06,26.549999,26.549999,25.500000,26.150000,26.150000,10873335
2022-12-07,25.750000,26.350000,24.799999,25.049999,25.049999,13049527
2022-12-08,25.100000,26.100000,25.100000,26.049999,26.049999,11171017
2022-12-09,26.200001,27.000000,26.150000,26.850000,26.850000,17330670
2022-12-12,26.299999,26.549999,25.850000,26.000000,26.000000,10074198
2022-12-13,26.299999,26.500000,25.799999,26.100000,26.100000,8912425
2022-12-14,26.700001,26.700001,26.000000,26.400000,26.400000,7411431
2022-12-15,26.549999,27.000000,26.000000,26.250000,26.250000,9500235
2022-12-16,26.600000,26.700001,25.950001,26.600000,26.600000,10205010
2022-12-19,26.500000,27.100000,26.150000,26.450001,26.450001,7135293
2022-12-20,26.049999,26.500000,25.549999,25.700001,25.700001,7771362
2022-12-21,25.700001,26.500000,25.700001,26.450001,26.450001,8632866
2022-12-22,27.250000,27.250000,26.600000,27.150000,27.150000,11586802
2022-12-23,26.549999,26.950001,26.500000,26.600000,26.600000,4301109
2022-12-28,26.750000,27.400000,26.750000,27.000000,27.000000,13720161
2022-12-29,26.549999,26.850000,26.350000,26.700001,26.700001,8251704
2022-12-30,27.299999,27.299999,26.549999,26.600000,26.600000,5439350
2023-01-03,26.000000,26.950001,25.850000,26.600000,26.600000,7546806
2023-01-04,27.200001,27.650000,26.850000,27.600000,27.600000,12313126
2023-01-05,28.000000,28.700001,27.700001,28.400000,28.400000,10271569
2023-01-06,28.950001,28.950001,27.950001,28.100000,28.100000,7959724
2023-01-09,28.600000,28.950001,28.350000,28.950001,28.950001,6330384
2023-01-10,28.500000,29.150000,28.500000,28.900000,28.900000,6560109
2023-01-11,28.900000,29.400000,28.750000,29.150000,29.150000,7175072
2023-01-12,28.850000,29.250000,28.450001,29.000000,29.000000,9711813
2023-01-13,29.150000,29.750000,28.799999,29.549999,29.549999,8764439
2023-01-16,29.850000,31.000000,29.500000,30.650000,30.650000,16007108
2023-01-17,30.200001,30.950001,29.850000,30.000000,30.000000,10675961
2023-01-18,29.900000,30.250000,29.450001,29.549999,29.549999,11273874
2023-01-19,29.549999,30.000000,29.400000,29.500000,29.500000,11159669
2023-01-20,29.500000,30.100000,29.299999,30.049999,30.049999,11518991
2023-01-26,30.750000,31.549999,30.250000,30.700001,30.700001,6354168
2023-01-27,30.650000,30.750000,30.000000,30.350000,30.350000,5552114
2023-01-30,29.900000,30.500000,29.150000,29.250000,29.250000,13769451
2023-01-31,29.799999,29.950001,28.500000,28.799999,28.799999,10159646
2023-02-01,28.750000,29.500000,28.700001,29.450001,29.450001,9687184
2023-02-02,29.549999,29.600000,28.950001,29.150000,29.150000,12401544
2023-02-03,29.150000,29.400000,28.650000,28.900000,28.900000,6773943
2023-02-06,28.299999,28.700001,27.850000,28.049999,28.049999,7973994
2023-02-07,28.250000,29.049999,28.100000,28.600000,28.600000,7305734
2023-02-08,28.600000,29.250000,28.549999,28.850000,28.850000,6975131
2023-02-09,28.750000,29.500000,28.650000,29.350000,29.350000,5541622
2023-02-10,29.350000,29.600000,28.450001,28.600000,28.600000,5776745
2023-02-13,28.500000,29.299999,28.450001,29.150000,29.150000,6299001
2023-02-14,29.350000,29.549999,29.049999,29.299999,29.299999,3269465
2023-02-15,29.500000,29.500000,28.350000,28.549999,28.549999,6261525
2023-02-16,28.900000,29.299999,28.549999,28.950001,28.950001,4267667
2023-02-17,28.850000,29.049999,28.250000,28.400000,28.400000,4553148
2023-02-20,28.400000,30.100000,28.350000,29.850000,29.850000,7601171
2023-02-21,29.900000,30.299999,29.600000,29.850000,29.850000,7772680
2023-02-22,29.900000,30.000000,29.350000,29.549999,29.549999,5065904
2023-02-23,29.850000,30.350000,29.299999,29.600000,29.600000,8143932
2023-02-24,29.400000,29.500000,28.650000,28.650000,28.650000,10847501
2023-02-27,28.549999,28.750000,27.799999,27.950001,27.950001,8354028
2023-02-28,27.950001,28.650000,27.700001,27.750000,27.750000,12470473
2023-03-01,27.500000,28.900000,27.400000,28.600000,28.600000,11295296
2023-03-02,28.549999,28.600000,28.100000,28.350000,28.350000,8128894
2023-03-03,28.799999,28.900000,28.100000,28.600000,28.600000,13783982
2023-03-06,28.200001,28.400000,27.350000,27.400000,27.400000,11230842
2023-03-07,27.400000,27.900000,26.600000,27.000000,27.000000,20771711
2023-03-08,26.650000,26.700001,26.299999,26.500000,26.500000,11096461
2023-03-09,26.350000,26.400000,25.799999,25.799999,25.799999,7157624
2023-03-10,25.700001,26.049999,24.799999,25.200001,25.200001,32455501
2023-03-13,25.200001,26.350000,25.150000,26.150000,26.150000,11187977
2023-03-14,25.950001,26.400000,25.150000,25.450001,25.450001,9340987
2023-03-15,25.799999,26.000000,25.500000,25.799999,25.799999,7167033
2023-03-16,25.350000,25.799999,25.250000,25.650000,25.650000,6820907
2023-03-17,26.049999,26.049999,25.299999,25.650000,25.650000,13611394
2023-03-20,25.299999,25.600000,24.750000,25.000000,25.000000,7012952
2023-03-21,25.150000,25.900000,24.950001,25.850000,25.850000,5867842
2023-03-22,25.850000,26.250000,25.350000,25.450001,25.450001,6046128
2023-03-23,25.450001,25.750000,25.200001,25.700001,25.700001,10977699
2023-03-24,25.500000,25.799999,25.100000,25.549999,25.549999,7421503
2023-03-27,25.500000,25.750000,25.049999,25.200001,25.200001,6946035
