Date,Open,High,Low,Close,Adj Close,Volume
2022-07-11,22.049999,22.200001,21.600000,21.850000,19.433208,9632277
2022-07-12,21.700001,22.250000,21.650000,21.850000,19.433208,9986888
2022-07-13,21.700001,22.049999,21.549999,21.850000,19.433208,8445127
2022-07-14,21.950001,22.200001,21.750000,22.049999,19.611086,10643576
2022-07-15,22.450001,22.900000,21.950001,22.100000,19.655556,19438208
2022-07-18,22.299999,23.000000,22.200001,22.799999,20.278130,19071463
2022-07-19,22.750000,22.950001,22.549999,22.850000,20.322599,9794109
2022-07-20,23.000000,23.200001,22.700001,22.799999,20.278130,8503140
2022-07-21,22.700001,22.700001,21.400000,21.700001,19.299799,31160357
2022-07-22,21.850000,21.950001,21.400000,21.850000,19.433208,12837306
2022-07-25,21.799999,22.100000,21.500000,22.000000,19.566616,9638143
2022-07-26,22.200001,22.799999,22.000000,22.600000,20.100252,19868389
2022-07-27,22.600000,22.850000,22.400000,22.600000,20.100252,8083950
2022-07-28,22.799999,22.850000,22.500000,22.650000,20.144720,11766003
2022-07-29,22.799999,23.150000,22.049999,22.150000,19.700026,15396532
2022-08-01,22.200001,22.350000,21.900000,22.200001,19.744495,11931845
2022-08-02,21.900000,21.950001,21.500000,21.750000,19.344269,15099936
2022-08-03,21.900000,22.100000,21.500000,21.700001,19.299799,13595898
2022-08-04,21.600000,22.200001,21.500000,21.799999,19.388737,15529268
2022-08-05,21.799999,21.900000,21.200001,21.450001,19.077452,17680239
2022-08-08,21.250000,21.900000,21.250000,21.799999,19.388737,11178029
2022-08-09,21.900000,23.049999,21.850000,22.549999,20.055780,22176975
2022-08-10,22.700001,23.000000,22.299999,22.400000,19.922373,9369283
2022-08-11,22.750000,22.850000,22.400000,22.549999,20.055780,9176583
2022-08-12,22.650000,23.049999,22.549999,22.750000,20.233660,11347422
2022-08-15,22.850000,23.250000,22.549999,22.700001,20.189192,14890039
2022-08-16,22.600000,22.950001,22.500000,22.799999,20.278130,13865560
2022-08-17,22.850000,23.150000,22.700001,22.950001,20.411539,9357793
2022-08-18,22.900000,23.250000,22.600000,22.850000,20.322599,9301180
2022-08-19,23.000000,23.850000,22.850000,23.500000,20.900703,22492573
2022-08-22,23.950001,24.350000,23.750000,24.000000,21.345400,31355966
2022-08-23,24.150000,24.799999,23.950001,24.500000,21.790096,26044099
2022-08-24,24.850000,25.150000,24.350000,24.600000,21.879036,21533241
2022-08-25,24.900000,25.950001,24.900000,25.750000,22.901834,35002539
2022-08-26,25.950001,25.950001,25.100000,25.549999,22.723957,31831710
2022-08-29,25.250000,25.900000,24.799999,25.549999,22.723957,24088733
2022-08-30,25.500000,25.799999,24.549999,25.049999,22.279261,24449674
2022-08-31,24.500000,25.000000,24.350000,24.700001,21.967976,23383846
2022-09-01,24.750000,25.549999,24.500000,24.950001,22.190323,23624138
2022-09-02,24.950001,25.150000,24.400000,24.799999,22.056913,59048669
2022-09-05,24.799999,26.100000,24.799999,25.750000,22.901834,67532053
2022-09-06,25.900000,26.500000,25.750000,26.049999,23.168652,32567686
2022-09-07,25.799999,26.150000,25.400000,25.750000,22.901834,18057506
2022-09-08,25.500000,25.700001,25.000000,25.250000,22.457140,22616396
2022-09-09,25.200001,25.900000,25.200001,25.700001,22.857367,17304371
2022-09-13,25.799999,26.100000,25.500000,25.799999,22.946304,14685398
2022-09-14,25.700001,25.900000,25.400000,25.700001,22.857367,13181466
2022-09-15,25.900000,26.350000,25.500000,25.700001,22.857367,22370911
2022-09-16,25.500000,25.600000,24.299999,24.549999,21.834564,45404986
2022-09-19,24.500000,25.000000,24.250000,24.549999,21.834564,16624765
2022-09-20,24.700001,25.000000,24.500000,24.650000,21.923504,8119084
2022-09-21,24.650000,24.799999,24.299999,24.500000,21.790096,10190488
2022-09-22,24.200001,24.950001,23.950001,24.750000,22.012444,22612884
2022-09-23,24.600000,24.950001,23.600000,23.900000,21.256460,23736727
2022-09-26,23.700001,23.799999,22.900000,23.250000,20.678356,33468282
2022-09-27,23.200001,23.500000,22.850000,23.350000,20.767296,15557899
2022-09-28,23.350000,23.600000,22.650000,22.700001,20.189192,20180313
2022-09-29,23.150000,23.799999,22.900000,23.049999,20.500477,14564104
2022-09-30,23.200001,23.650000,22.850000,23.450001,20.856236,17611089
2022-10-03,22.950001,23.450001,22.850000,23.350000,20.767296,6809800
2022-10-05,24.350000,24.350000,23.750000,23.799999,21.167521,8367661
2022-10-06,23.950001,24.100000,23.750000,23.950001,21.300930,4140904
2022-10-07,23.750000,24.049999,23.500000,23.750000,21.123053,6941220
2022-10-10,23.650000,24.100000,23.450001,23.549999,20.945173,18596609
2022-10-11,23.600000,23.650000,23.000000,23.450001,20.856236,20472970
2022-10-12,23.549999,23.650000,22.950001,23.450001,20.856236,25548377
2022-10-13,23.650000,23.750000,23.000000,23.299999,20.722824,22611881
2022-10-14,23.549999,24.150000,23.400000,23.850000,21.211992,16077875
2022-10-17,23.900000,24.000000,23.350000,23.750000,21.123053,23537052
2022-10-18,23.850000,24.350000,23.549999,23.850000,21.211992,21785400
2022-10-19,23.799999,24.200001,23.549999,23.950001,21.300930,20106737
2022-10-20,23.700001,23.900000,23.250000,23.650000,21.034113,24643379
2022-10-21,23.549999,23.950001,23.450001,23.799999,21.167521,16946160
2022-10-24,23.750000,23.850000,22.150000,22.350000,19.877905,51121089
2022-10-25,22.549999,23.049999,22.150000,22.900000,20.367069,28306100
2022-10-26,23.000000,23.000000,22.299999,22.600000,20.100252,16528185
2022-10-27,22.700001,23.000000,22.400000,22.500000,20.011312,21069393
2022-10-28,22.650000,22.799999,21.549999,21.900000,19.477676,49525530
2022-10-31,22.049999,22.450001,20.500000,20.650000,18.365938,55440222
2022-11-01,20.950001,21.400000,20.700001,21.150000,18.810633,37583291
2022-11-02,21.150000,21.650000,20.850000,21.299999,18.944042,16697792
2022-11-03,21.250000,21.549999,21.150000,21.299999,18.944042,12269675
2022-11-04,21.450001,22.500000,21.299999,22.150000,19.700026,26822858
2022-11-07,22.100000,23.000000,22.100000,22.549999,20.055780,22238087
2022-11-08,22.850000,23.000000,22.450001,22.650000,20.144720,9697360
2022-11-09,22.549999,22.900000,22.200001,22.450001,19.966843,10678642
2022-11-10,22.250000,22.950001,21.600000,22.850000,20.322599,33987314
2022-11-11,23.200001,23.549999,22.600000,22.850000,20.322599,30409118
2022-11-14,23.350000,23.350000,22.150000,22.400000,19.922373,39087495
2022-11-15,22.500000,22.750000,22.299999,22.450001,19.966843,34801517
2022-11-16,22.400000,22.799999,22.400000,22.549999,20.055780,25526685
2022-11-17,22.500000,22.549999,21.700001,22.000000,19.566616,33473402
2022-11-18,22.100000,22.299999,21.900000,22.100000,19.655556,26898881
2022-11-21,21.700001,22.049999,21.549999,21.950001,19.522148,24802398
